,age,income,became_member_on,gender_M,gender_O,gender_U
150375,49,102000.0,20160616,0,0,0
50231,56,98000.0,20180331,0,0,0
50677,66,95000.0,20160330,0,0,0
147958,23,49000.0,20180224,1,0,0
113858,118,67800.0,20170209,0,0,1
95635,38,41000.0,20180401,0,0,0
120086,118,67800.0,20161212,0,0,1
116000,31,38000.0,20180222,1,0,0
45265,118,67800.0,20180614,0,0,1
55217,30,56000.0,20160204,1,0,0
46389,82,94000.0,20160723,0,0,0
119468,62,58000.0,20171212,0,0,0
30236,57,72000.0,20151020,0,0,0
99289,36,57000.0,20170718,1,0,0
126592,21,45000.0,20160819,0,0,0
107725,61,58000.0,20160101,0,0,0
70760,76,80000.0,20170324,1,0,0
26096,41,42000.0,20170910,1,0,0
93165,59,89000.0,20180128,1,0,0
123635,44,55000.0,20151104,1,0,0
86411,78,71000.0,20180102,0,0,0
118948,23,60000.0,20180715,1,0,0
16476,58,81000.0,20171029,0,0,0
119882,45,44000.0,20160126,0,0,0
7674,57,79000.0,20151005,0,0,0
67779,21,50000.0,20171001,1,0,0
103001,52,67000.0,20150808,1,0,0
45142,70,114000.0,20151013,1,0,0
145980,59,40000.0,20140705,1,0,0
87087,58,55000.0,20180615,0,0,0
27476,40,68000.0,20170112,1,0,0
125446,42,74000.0,20171014,1,0,0
51413,20,32000.0,20180212,0,0,0
143629,28,61000.0,20150124,1,0,0
113649,67,65000.0,20151127,0,0,0
133469,72,40000.0,20171015,1,0,0
150952,59,42000.0,20150618,1,0,0
145144,118,67800.0,20180413,0,0,1
1603,55,41000.0,20161130,1,0,0
78662,118,67800.0,20160413,0,0,1
58029,37,60000.0,20171122,1,0,0
147805,118,67800.0,20171023,0,0,1
134144,88,89000.0,20170712,0,0,0
118340,71,107000.0,20160824,1,0,0
117104,53,68000.0,20180306,1,0,0
134713,49,38000.0,20180705,1,0,0
107804,56,55000.0,20171213,1,0,0
139156,57,85000.0,20170426,0,0,0
59363,59,76000.0,20170715,1,0,0
150145,44,35000.0,20170118,0,0,0
57517,52,73000.0,20171030,1,0,0
43550,53,67000.0,20130809,1,0,0
35807,26,32000.0,20171228,0,0,0
4562,54,45000.0,20171110,0,0,0
66907,45,35000.0,20170917,1,0,0
32674,28,36000.0,20180515,1,0,0
64030,61,98000.0,20171019,1,0,0
22175,84,106000.0,20170816,0,0,0
61863,68,99000.0,20170311,1,0,0
136228,79,114000.0,20150906,1,0,0
117230,92,97000.0,20150831,0,1,0
85863,43,60000.0,20160829,0,0,0
29024,25,41000.0,20170504,0,0,0
79864,53,76000.0,20151216,0,0,0
105537,55,71000.0,20170615,1,0,0
43969,118,67800.0,20160918,0,0,1
115084,82,41000.0,20150811,0,0,0
96318,61,74000.0,20171018,1,0,0
88241,29,42000.0,20151114,0,0,0
104790,44,55000.0,20170330,0,0,0
98497,82,106000.0,20160613,0,0,0
141888,56,92000.0,20171120,0,0,0
102194,20,39000.0,20180203,1,0,0
66008,66,76000.0,20170316,0,0,0
114030,54,97000.0,20180504,1,0,0
136397,72,45000.0,20180122,1,0,0
74304,118,67800.0,20180101,0,0,1
93073,59,111000.0,20160211,0,0,0
127366,80,109000.0,20171124,0,0,0
110277,47,31000.0,20170608,1,0,0
73285,67,85000.0,20160813,0,1,0
45013,82,93000.0,20161108,0,0,0
33345,42,59000.0,20151022,1,0,0
109549,76,66000.0,20170422,0,0,0
148549,48,84000.0,20170926,1,0,0
34380,76,52000.0,20180101,1,0,0
138254,30,62000.0,20170911,1,0,0
62496,72,35000.0,20141204,1,0,0
37679,21,46000.0,20180123,0,0,0
141920,118,67800.0,20160721,0,0,1
37523,41,80000.0,20180426,1,0,0
43252,59,75000.0,20170719,0,0,0
58816,56,104000.0,20180120,0,0,0
61137,65,117000.0,20161215,0,0,0
140461,21,68000.0,20170921,1,0,0
101264,53,103000.0,20180119,0,0,0
125389,56,55000.0,20160624,0,0,0
76856,68,63000.0,20160313,0,0,0
106480,45,57000.0,20170518,0,0,0
22108,30,42000.0,20170307,1,0,0
61312,39,70000.0,20170922,0,0,0
129272,60,68000.0,20170912,1,0,0
29515,101,99000.0,20150526,0,0,0
89591,60,73000.0,20160928,0,0,0
104418,118,67800.0,20151218,0,0,1
134247,35,41000.0,20160601,0,0,0
115543,71,84000.0,20171021,1,0,0
97648,37,62000.0,20150117,0,0,0
111183,61,33000.0,20160731,0,0,0
110532,69,55000.0,20150801,1,0,0
41300,59,62000.0,20161228,0,0,0
122514,40,39000.0,20170205,1,0,0
121691,66,60000.0,20180709,1,0,0
122421,27,33000.0,20140415,1,0,0
42721,62,74000.0,20170116,1,0,0
121776,50,92000.0,20161215,0,0,0
59049,56,100000.0,20170905,1,0,0
125005,19,43000.0,20151008,1,0,0
31081,52,47000.0,20171020,1,0,0
97660,60,32000.0,20161024,1,0,0
136316,19,33000.0,20150625,1,0,0
8297,56,77000.0,20160402,1,0,0
122246,26,74000.0,20171111,1,0,0
45159,29,33000.0,20160619,0,0,0
101994,69,47000.0,20140502,1,0,0
113380,50,110000.0,20171114,0,0,0
134457,59,66000.0,20150404,0,0,0
124755,38,40000.0,20170727,1,0,0
136492,67,97000.0,20151220,1,0,0
46865,118,67800.0,20170816,0,0,1
112262,58,68000.0,20170413,0,0,0
66211,75,59000.0,20180715,0,0,0
100065,40,65000.0,20161211,0,0,0
128835,53,95000.0,20180117,0,0,0
122496,25,40000.0,20170823,0,0,0
115602,53,76000.0,20150922,0,0,0
124873,37,74000.0,20160404,1,0,0
147170,45,60000.0,20171024,0,0,0
121306,53,68000.0,20131020,1,0,0
18771,71,90000.0,20170905,0,0,0
74145,67,88000.0,20170613,0,0,0
116714,23,61000.0,20171018,0,0,0
101921,50,69000.0,20130918,1,0,0
11147,42,34000.0,20170316,1,0,0
127298,25,54000.0,20171126,0,0,0
81844,83,100000.0,20160712,1,0,0
32067,69,55000.0,20160807,1,0,0
144881,77,97000.0,20160311,1,0,0
93887,42,63000.0,20151023,1,0,0
90948,32,70000.0,20180716,1,0,0
96201,87,76000.0,20170404,0,0,0
31578,31,66000.0,20160308,1,0,0
95607,62,56000.0,20160410,1,0,0
10789,118,67800.0,20150810,0,0,1
109266,85,56000.0,20151203,0,0,0
102627,69,70000.0,20170308,0,0,0
58620,69,57000.0,20160814,0,0,0
37599,64,60000.0,20180224,0,0,0
128190,49,112000.0,20160415,1,0,0
59821,80,72000.0,20151218,0,0,0
120574,85,81000.0,20160115,0,0,0
22507,75,86000.0,20151223,1,0,0
90733,66,76000.0,20170305,1,0,0
148696,37,80000.0,20151230,0,0,0
133379,81,98000.0,20180115,1,0,0
111692,118,67800.0,20171010,0,0,1
92987,26,63000.0,20170812,0,0,0
36300,89,81000.0,20160909,0,1,0
132273,77,42000.0,20170801,1,0,0
121543,118,67800.0,20171126,0,0,1
134339,56,89000.0,20170222,0,0,0
32339,63,78000.0,20170615,0,0,0
9432,59,48000.0,20171007,1,0,0
131793,81,89000.0,20151227,0,0,0
79340,60,84000.0,20161201,0,0,0
112896,54,76000.0,20170115,1,0,0
106777,69,82000.0,20150824,0,0,0
79172,36,52000.0,20160313,1,0,0
120224,58,73000.0,20170202,0,0,0
71792,33,33000.0,20150801,1,0,0
39645,74,71000.0,20140212,1,0,0
139362,50,60000.0,20170830,0,0,0
65261,75,54000.0,20170129,0,0,0
56730,49,59000.0,20160519,0,0,0
51217,118,67800.0,20160821,0,0,1
92240,62,69000.0,20150323,0,0,0
145552,118,67800.0,20160210,0,0,1
104041,72,91000.0,20170201,0,0,0
138821,18,47000.0,20161229,1,0,0
72415,61,91000.0,20160131,0,0,0
4785,42,84000.0,20161228,1,0,0
102105,37,48000.0,20180327,1,0,0
27864,75,103000.0,20170112,0,0,0
74770,58,61000.0,20160716,1,0,0
9770,74,112000.0,20160926,1,0,0
110546,42,64000.0,20170213,0,0,0
31155,53,52000.0,20151209,0,0,0
106194,45,39000.0,20171114,0,0,0
135889,118,67800.0,20180305,0,0,1
145126,63,58000.0,20171005,1,0,0
97590,68,50000.0,20160324,1,0,0
45484,31,49000.0,20170802,1,0,0
68258,24,56000.0,20140518,1,0,0
62208,75,35000.0,20170301,1,0,0
85330,55,83000.0,20151115,1,0,0
135049,118,67800.0,20160721,0,0,1
109962,69,47000.0,20151110,1,0,0
132553,35,35000.0,20170608,1,0,0
62237,49,95000.0,20170110,0,1,0
119042,50,43000.0,20180616,1,0,0
63087,118,67800.0,20170926,0,0,1
106751,65,43000.0,20160214,1,0,0
13847,118,67800.0,20170424,0,0,1
36631,39,51000.0,20140527,1,0,0
83190,118,67800.0,20171126,0,0,1
102182,81,77000.0,20180528,1,0,0
104951,70,54000.0,20170601,1,0,0
33027,81,120000.0,20160825,1,0,0
102726,61,75000.0,20170423,0,0,0
109421,54,61000.0,20171202,0,0,0
61941,41,44000.0,20180527,1,0,0
63655,49,57000.0,20170202,0,0,0
70091,52,101000.0,20161104,0,0,0
57245,71,34000.0,20180318,0,0,0
51427,48,69000.0,20170926,0,0,0
35211,68,51000.0,20170115,0,0,0
25588,54,63000.0,20180531,0,0,0
142609,37,46000.0,20141207,1,0,0
105756,67,77000.0,20171108,0,0,0
99020,41,33000.0,20151213,0,0,0
37173,60,106000.0,20151106,0,0,0
86585,38,39000.0,20131119,0,0,0
1848,83,56000.0,20180220,0,0,0
103873,50,111000.0,20171007,1,0,0
80974,46,69000.0,20160712,0,0,0
79235,73,63000.0,20160817,1,0,0
105651,32,49000.0,20160116,1,0,0
104830,54,53000.0,20170415,0,0,0
118849,88,37000.0,20170812,1,0,0
44547,68,59000.0,20151124,0,0,0
113041,60,95000.0,20171019,1,0,0
77523,118,67800.0,20170508,0,0,1
85286,63,47000.0,20140609,1,0,0
30256,85,65000.0,20161103,0,1,0
45753,19,32000.0,20170818,1,0,0
103833,81,52000.0,20150815,0,0,0
94058,25,75000.0,20140416,1,0,0
59291,42,54000.0,20160626,0,0,0
74749,48,37000.0,20180523,0,0,0
122658,49,45000.0,20180608,1,0,0
108448,60,79000.0,20160914,0,0,0
72035,56,80000.0,20180222,0,0,0
117171,118,67800.0,20170817,0,0,1
104101,49,89000.0,20180111,0,0,0
73587,66,94000.0,20161204,0,0,0
89835,38,75000.0,20170103,1,0,0
94466,61,81000.0,20160929,1,0,0
88015,63,100000.0,20131005,0,0,0
68079,18,51000.0,20180313,1,0,0
67766,44,74000.0,20170611,1,0,0
108853,22,68000.0,20151118,1,0,0
80163,72,102000.0,20150803,1,0,0
69326,20,62000.0,20160110,1,0,0
149620,52,63000.0,20180411,1,0,0
72216,53,106000.0,20161116,0,0,0
142042,47,64000.0,20170601,1,0,0
54630,60,50000.0,20180711,1,0,0
82018,51,68000.0,20140804,1,0,0
49317,87,83000.0,20171106,0,0,0
104151,43,68000.0,20160119,0,0,0
38054,54,77000.0,20151216,0,0,0
40121,41,77000.0,20160109,1,0,0
112648,66,90000.0,20170625,0,0,0
61694,52,62000.0,20161231,1,0,0
37522,49,101000.0,20160207,0,0,0
36725,38,60000.0,20170809,0,0,0
150225,118,67800.0,20171126,0,0,1
128778,118,67800.0,20170419,0,0,1
77959,37,78000.0,20150906,0,0,0
105069,56,91000.0,20180223,0,0,0
12616,32,51000.0,20171124,0,0,0
101294,118,67800.0,20150923,0,0,1
20014,41,58000.0,20170822,1,0,0
108931,69,86000.0,20171010,1,0,0
98177,27,37000.0,20180125,1,0,0
147842,71,37000.0,20161111,0,0,0
147017,34,67000.0,20171016,1,0,0
103647,27,36000.0,20170412,1,0,0
123254,42,64000.0,20180720,1,0,0
4538,54,85000.0,20160814,1,0,0
88801,19,54000.0,20170922,1,0,0
44975,33,71000.0,20160324,0,0,0
110841,77,59000.0,20150903,0,0,0
92808,27,45000.0,20161018,1,0,0
27815,28,31000.0,20180513,1,0,0
60329,49,64000.0,20160226,1,0,0
129465,49,47000.0,20151015,1,0,0
145176,61,35000.0,20160303,1,0,0
108652,71,95000.0,20180127,1,0,0
34700,51,82000.0,20170614,1,0,0
149371,78,44000.0,20170325,1,0,0
129084,39,42000.0,20180607,0,1,0
111257,54,37000.0,20160211,0,0,0
29099,39,72000.0,20171115,0,0,0
116706,54,78000.0,20171218,1,0,0
5571,63,94000.0,20171120,1,0,0
53582,31,42000.0,20141008,1,0,0
84686,45,73000.0,20160114,0,0,0
82683,38,44000.0,20150917,1,0,0
70013,65,52000.0,20131102,1,0,0
34097,71,55000.0,20180105,1,0,0
81868,43,60000.0,20180609,1,0,0
67689,69,67000.0,20180425,0,0,0
2678,65,50000.0,20170415,1,0,0
81099,38,76000.0,20171228,1,0,0
87464,69,63000.0,20170818,1,0,0
28613,43,61000.0,20161221,0,0,0
139680,26,41000.0,20170818,1,0,0
136245,50,62000.0,20170328,0,0,0
101493,56,55000.0,20171210,0,0,0
138959,72,101000.0,20180715,0,0,0
121857,66,65000.0,20170915,1,0,0
87524,62,65000.0,20180411,0,0,0
69743,68,53000.0,20131128,1,0,0
12121,67,74000.0,20180625,0,0,0
112425,51,36000.0,20150405,1,0,0
125340,57,71000.0,20171216,1,0,0
134563,44,40000.0,20180415,1,0,0
47597,38,48000.0,20160518,0,0,0
8745,53,33000.0,20161008,1,0,0
135283,55,99000.0,20171215,0,0,0
82538,85,90000.0,20171031,0,0,0
128035,53,103000.0,20180119,0,0,0
109857,68,54000.0,20141211,1,0,0
99681,52,44000.0,20161109,0,0,0
121087,118,67800.0,20150809,0,0,1
111290,118,67800.0,20170904,0,0,1
46802,61,46000.0,20171016,1,0,0
90712,60,32000.0,20140927,1,0,0
58581,45,66000.0,20171007,0,0,0
88434,52,42000.0,20160702,1,0,0
1984,65,92000.0,20180621,0,0,0
48454,49,52000.0,20171001,0,0,0
105308,118,67800.0,20161122,0,0,1
75106,118,67800.0,20151217,0,0,1
143699,36,36000.0,20150802,0,0,0
833,40,51000.0,20180224,1,0,0
117660,71,73000.0,20171219,0,0,0
110696,76,33000.0,20160718,0,0,0
32419,52,36000.0,20170921,1,0,0
97351,22,52000.0,20160119,0,0,0
118083,30,38000.0,20180327,1,0,0
104462,67,111000.0,20160408,0,0,0
19200,19,62000.0,20180525,1,0,0
29520,38,43000.0,20151029,0,0,0
17868,118,67800.0,20170402,0,0,1
71424,118,67800.0,20160602,0,0,1
91608,118,67800.0,20170901,0,0,1
7527,60,92000.0,20150801,1,0,0
70143,40,86000.0,20170131,1,0,0
107470,66,80000.0,20160817,1,0,0
74053,68,66000.0,20160331,0,0,0
111118,20,50000.0,20171209,0,0,0
98223,37,46000.0,20171219,0,0,0
92878,50,67000.0,20150701,1,0,0
117522,37,54000.0,20170226,0,0,0
12733,65,100000.0,20160423,0,0,0
15733,87,33000.0,20180128,1,0,0
123370,57,30000.0,20160102,1,0,0
120686,118,67800.0,20180520,0,0,1
138208,74,79000.0,20170805,0,0,0
138758,84,45000.0,20170816,0,0,0
3139,71,95000.0,20180127,1,0,0
62017,74,55000.0,20131029,1,0,0
92524,56,52000.0,20180713,1,0,0
132045,78,110000.0,20161215,0,0,0
149534,79,72000.0,20140525,1,0,0
106521,30,68000.0,20170912,1,0,0
143321,31,46000.0,20161110,1,0,0
133697,35,36000.0,20160405,0,0,0
80775,60,71000.0,20150916,1,0,0
117616,39,32000.0,20161213,0,0,0
115471,67,71000.0,20180103,0,0,0
150643,118,67800.0,20170923,0,0,1
100633,73,67000.0,20170609,1,0,0
126897,58,51000.0,20180123,1,0,0
30927,69,92000.0,20170322,0,0,0
104852,55,60000.0,20170515,1,0,0
4197,68,75000.0,20170127,0,0,0
106859,31,42000.0,20141008,1,0,0
63338,54,113000.0,20171220,1,0,0
39070,57,110000.0,20170705,1,0,0
27745,80,89000.0,20140126,1,0,0
116701,64,109000.0,20161112,0,0,0
102269,82,62000.0,20160919,0,0,0
25291,59,60000.0,20170810,0,0,0
36134,65,35000.0,20160723,1,0,0
133596,47,48000.0,20150505,0,0,0
151429,50,54000.0,20160330,1,0,0
100894,74,33000.0,20170817,1,0,0
75614,59,44000.0,20160305,0,0,0
1534,63,71000.0,20150820,0,0,0
120154,63,96000.0,20150925,1,0,0
128243,56,88000.0,20160325,1,0,0
38567,56,57000.0,20160703,0,0,0
142233,55,37000.0,20160828,1,0,0
63523,55,83000.0,20170117,0,0,0
87540,79,61000.0,20151002,0,0,0
126176,45,98000.0,20170923,0,0,0
137186,59,48000.0,20171007,1,0,0
107531,73,97000.0,20161027,1,0,0
61749,56,55000.0,20160701,0,0,0
129186,50,88000.0,20140125,1,0,0
143121,47,60000.0,20170905,0,0,0
29460,51,75000.0,20171002,1,0,0
5466,30,31000.0,20161119,1,0,0
123464,51,33000.0,20171019,1,0,0
7511,30,40000.0,20150110,1,0,0
40523,72,75000.0,20170804,0,0,0
131576,49,48000.0,20170901,1,0,0
694,60,115000.0,20170418,0,0,0
85024,29,66000.0,20170930,1,0,0
98350,39,61000.0,20170811,1,0,0
146051,118,67800.0,20170615,0,0,1
86390,84,92000.0,20180125,0,0,0
37166,69,93000.0,20160818,0,0,0
148103,67,118000.0,20171007,1,0,0
101688,79,78000.0,20160410,0,0,0
123637,63,46000.0,20150530,1,0,0
121402,58,70000.0,20170114,1,0,0
76185,65,73000.0,20180628,1,0,0
33207,35,49000.0,20150901,1,0,0
76470,88,49000.0,20171025,1,0,0
128625,42,71000.0,20170729,0,0,0
114809,60,70000.0,20151207,1,0,0
80496,83,90000.0,20160525,1,0,0
141152,38,96000.0,20160413,1,0,0
67850,57,95000.0,20171008,0,0,0
63404,28,50000.0,20170708,0,0,0
33872,56,65000.0,20140225,1,0,0
117361,71,43000.0,20180301,1,0,0
135466,33,64000.0,20180723,0,0,0
86099,30,40000.0,20171203,0,0,0
3023,39,58000.0,20151219,1,0,0
72433,76,118000.0,20160229,0,0,0
126798,21,36000.0,20160514,0,0,0
137435,74,84000.0,20170701,0,0,0
110407,85,75000.0,20170418,0,0,0
76193,71,82000.0,20170228,1,0,0
81670,80,98000.0,20151116,0,0,0
4371,35,61000.0,20171026,1,0,0
10393,52,66000.0,20150916,1,0,0
145420,85,88000.0,20161207,0,0,0
119831,54,107000.0,20171002,0,0,0
86859,58,65000.0,20180224,1,0,0
79656,66,39000.0,20171220,0,0,0
125824,67,97000.0,20130805,1,0,0
61478,81,73000.0,20150728,1,0,0
11666,118,67800.0,20160617,0,0,1
19503,70,81000.0,20160712,0,0,0
60333,59,85000.0,20151129,1,0,0
132939,40,66000.0,20150426,1,0,0
79251,75,54000.0,20160717,1,0,0
10370,68,85000.0,20150921,1,0,0
140334,78,83000.0,20170418,0,0,0
98247,64,63000.0,20171014,0,0,0
127240,118,67800.0,20160513,0,0,1
114920,39,90000.0,20160713,0,0,0
98109,55,79000.0,20180315,0,1,0
140635,70,39000.0,20151122,0,0,0
148990,61,51000.0,20141218,1,0,0
148422,58,54000.0,20180601,1,0,0
118843,52,76000.0,20161217,1,0,0
145034,54,94000.0,20171004,1,0,0
101702,34,42000.0,20150802,1,0,0
97889,48,42000.0,20140522,1,0,0
68582,118,67800.0,20150901,0,0,1
127826,46,95000.0,20170318,0,0,0
52757,20,34000.0,20171115,1,0,0
80946,25,46000.0,20160906,1,0,0
24358,83,58000.0,20130924,0,0,0
37029,56,54000.0,20150223,0,0,0
148290,91,64000.0,20170804,0,0,0
100443,60,62000.0,20170324,1,0,0
138173,40,63000.0,20151109,1,0,0
13081,62,33000.0,20180626,1,0,0
130844,118,67800.0,20160129,0,0,1
56595,54,96000.0,20170905,1,0,0
97589,49,64000.0,20160226,1,0,0
100321,22,49000.0,20161220,1,0,0
121418,92,94000.0,20150814,1,0,0
38835,78,51000.0,20160407,0,0,0
28590,83,56000.0,20170427,1,0,0
72012,20,62000.0,20160110,1,0,0
31296,82,82000.0,20171214,0,0,0
81315,62,80000.0,20180127,0,0,0
145637,67,79000.0,20180507,0,0,0
115700,55,76000.0,20170901,1,0,0
95657,44,60000.0,20170926,1,0,0
123711,118,67800.0,20170627,0,0,1
122036,61,33000.0,20180118,1,0,0
101029,47,84000.0,20161104,1,0,0
74566,64,53000.0,20171207,1,0,0
88605,57,53000.0,20160829,0,0,0
150068,56,50000.0,20180405,1,0,0
140883,45,55000.0,20170921,0,0,0
143448,62,44000.0,20170908,1,0,0
50437,57,85000.0,20170714,1,0,0
78524,52,50000.0,20160912,1,0,0
73178,23,53000.0,20131024,1,0,0
130077,43,58000.0,20160401,0,0,0
84896,88,80000.0,20170221,0,0,0
105135,57,53000.0,20170226,0,0,0
65385,118,67800.0,20180215,0,0,1
53452,57,97000.0,20171025,1,0,0
31779,73,89000.0,20180115,0,0,0
136843,47,33000.0,20150813,0,0,0
113705,69,53000.0,20180525,1,0,0
30033,67,94000.0,20161125,0,0,0
124012,42,33000.0,20170108,0,0,0
118598,42,33000.0,20170108,0,0,0
143279,118,67800.0,20180516,0,0,1
89387,26,73000.0,20170621,0,0,0
112587,50,81000.0,20161025,0,0,0
146121,18,73000.0,20180215,1,0,0
245,70,53000.0,20160114,1,0,0
76651,55,58000.0,20170524,1,0,0
36309,22,53000.0,20170402,0,0,0
91533,25,66000.0,20151116,1,0,0
147658,73,36000.0,20180226,0,0,0
109610,78,84000.0,20180112,0,0,0
92992,118,67800.0,20160130,0,0,1
132558,85,47000.0,20170615,1,0,0
122476,56,109000.0,20170904,1,0,0
72373,84,64000.0,20161017,0,0,0
28615,53,62000.0,20180122,0,0,0
72391,92,60000.0,20151019,1,0,0
111880,118,67800.0,20180111,0,0,1
145036,34,61000.0,20161203,1,0,0
45108,42,57000.0,20140102,1,0,0
111632,26,65000.0,20170228,1,0,0
144953,34,46000.0,20161110,0,0,0
89553,71,75000.0,20160729,0,0,0
81929,39,99000.0,20161221,1,0,0
38369,21,34000.0,20180225,1,0,0
29741,57,56000.0,20160527,0,0,0
139041,59,83000.0,20161015,1,0,0
107117,33,68000.0,20170916,1,0,0
148723,42,63000.0,20170926,0,1,0
111177,60,50000.0,20171206,0,0,0
119996,35,52000.0,20130810,0,0,0
98219,26,45000.0,20140811,1,0,0
40042,69,65000.0,20180201,1,0,0
46173,49,89000.0,20161009,1,0,0
111703,78,69000.0,20160503,1,0,0
123345,50,119000.0,20150729,0,0,0
100817,18,53000.0,20131007,0,0,0
118351,31,52000.0,20170910,1,0,0
58985,68,38000.0,20140630,1,0,0
61052,35,36000.0,20160405,0,0,0
64052,61,115000.0,20170828,0,0,0
62608,75,112000.0,20160312,0,0,0
94043,33,53000.0,20151114,0,0,0
44507,90,120000.0,20180512,1,0,0
36400,118,67800.0,20171022,0,0,1
40926,75,97000.0,20180117,0,0,0
103041,40,80000.0,20160117,1,0,0
114286,32,71000.0,20171206,0,0,0
113491,74,78000.0,20161019,1,0,0
146970,118,67800.0,20170929,0,0,1
60884,59,114000.0,20160201,0,0,0
2279,58,64000.0,20170829,1,0,0
113540,90,43000.0,20150831,0,0,0
62212,43,63000.0,20171204,1,0,0
138067,67,71000.0,20161226,0,0,0
100171,47,38000.0,20150215,1,0,0
107098,82,78000.0,20151014,1,0,0
104395,32,50000.0,20170306,1,0,0
79457,39,61000.0,20151005,1,0,0
131934,34,39000.0,20161207,0,0,0
132000,38,52000.0,20180409,0,0,0
94602,118,67800.0,20151018,0,0,1
146275,118,67800.0,20131212,0,0,1
37575,50,51000.0,20150927,1,0,0
43098,45,61000.0,20150421,0,0,0
140903,67,80000.0,20170615,1,0,0
74574,73,73000.0,20170111,1,0,0
12722,37,57000.0,20151031,1,0,0
134924,55,65000.0,20180726,0,0,0
124958,20,38000.0,20160501,1,0,0
60881,84,61000.0,20170426,0,0,0
87736,45,70000.0,20180618,0,0,0
126327,56,70000.0,20160316,1,0,0
122098,37,54000.0,20180220,1,0,0
34067,82,110000.0,20160604,1,0,0
94105,118,67800.0,20131019,0,0,1
59467,51,58000.0,20170801,0,0,0
107264,46,33000.0,20180309,0,0,0
55385,57,58000.0,20160830,1,0,0
46581,49,70000.0,20171120,0,0,0
90450,54,75000.0,20150829,0,0,0
59037,66,94000.0,20170215,0,0,0
108995,87,30000.0,20170829,1,0,0
80662,66,52000.0,20141031,1,0,0
113964,45,76000.0,20170812,1,0,0
32483,28,37000.0,20160119,1,0,0
126402,66,110000.0,20170215,0,0,0
26946,83,47000.0,20160103,1,0,0
32184,21,31000.0,20160209,1,0,0
104874,48,90000.0,20171205,0,0,0
37841,67,35000.0,20180611,1,0,0
5357,93,52000.0,20171218,1,0,0
128791,60,78000.0,20160217,0,0,0
151148,29,59000.0,20130916,1,0,0
106353,51,110000.0,20160417,1,0,0
107526,69,83000.0,20150920,0,0,0
122082,28,62000.0,20170107,0,0,0
4090,71,57000.0,20170129,1,0,0
96944,70,92000.0,20171109,0,0,0
118110,74,54000.0,20160306,1,0,0
101634,71,75000.0,20170323,0,0,0
55802,64,92000.0,20170505,0,0,0
146243,50,105000.0,20171030,0,0,0
141861,65,95000.0,20160610,0,0,0
33550,58,39000.0,20171204,1,0,0
93234,64,57000.0,20171210,1,0,0
23351,47,61000.0,20150423,0,0,0
102669,78,83000.0,20170418,0,0,0
85555,49,56000.0,20180114,1,0,0
135347,56,51000.0,20161023,1,0,0
132563,61,33000.0,20180118,1,0,0
118564,47,53000.0,20150425,1,0,0
133894,63,51000.0,20180120,0,0,0
130620,63,61000.0,20180526,1,0,0
110137,50,66000.0,20171229,1,0,0
127652,46,72000.0,20170625,1,0,0
3837,36,73000.0,20161122,0,0,0
40689,38,43000.0,20151029,0,0,0
120507,67,87000.0,20180701,0,0,0
45349,58,64000.0,20150613,1,0,0
121505,118,67800.0,20170411,0,0,1
110455,64,40000.0,20170327,1,0,0
93489,48,67000.0,20171204,1,0,0
27571,32,71000.0,20180220,1,0,0
129944,118,67800.0,20160206,0,0,1
15038,34,67000.0,20171016,1,0,0
124471,54,40000.0,20180408,1,0,0
39697,43,72000.0,20180106,1,0,0
8393,44,87000.0,20180609,0,0,0
109382,56,94000.0,20160703,0,0,0
149369,34,47000.0,20180108,1,0,0
81143,43,62000.0,20150920,1,0,0
84447,58,44000.0,20171031,1,0,0
3884,30,56000.0,20160204,1,0,0
20226,39,90000.0,20160713,0,0,0
103472,57,71000.0,20151103,0,0,0
119463,94,84000.0,20151003,0,0,0
13085,60,90000.0,20160422,0,0,0
121665,74,98000.0,20160522,0,0,0
39664,30,59000.0,20170607,1,0,0
135324,118,67800.0,20170909,0,0,1
35470,53,82000.0,20150804,0,0,0
6936,41,85000.0,20180517,1,0,0
53920,42,51000.0,20160729,1,0,0
136712,58,67000.0,20170829,1,0,0
100930,66,44000.0,20161130,1,0,0
117482,57,60000.0,20160313,0,0,0
136193,30,50000.0,20130926,1,0,0
85914,118,67800.0,20170808,0,0,1
125285,63,53000.0,20170126,0,0,0
88183,57,86000.0,20170111,1,0,0
149413,118,67800.0,20180124,0,0,1
127979,40,58000.0,20160731,0,0,0
74179,118,67800.0,20180618,0,0,1
151364,44,57000.0,20170805,0,0,0
115111,66,83000.0,20180305,0,0,0
145200,50,65000.0,20140107,1,0,0
127345,76,90000.0,20160131,0,0,0
30549,67,86000.0,20170109,0,0,0
77936,62,45000.0,20131124,1,0,0
12108,44,64000.0,20160407,0,0,0
79958,87,94000.0,20170507,0,0,0
69240,71,95000.0,20160406,1,0,0
107875,58,44000.0,20160115,0,0,0
79665,39,51000.0,20150620,1,0,0
145799,59,87000.0,20171129,1,0,0
110921,52,73000.0,20170722,1,0,0
122803,41,44000.0,20180527,1,0,0
109505,31,34000.0,20171006,1,0,0
72423,40,51000.0,20161013,1,0,0
95822,86,40000.0,20160715,0,0,0
32479,59,62000.0,20161228,0,0,0
117896,85,81000.0,20161020,1,0,0
62493,47,53000.0,20180726,1,0,0
18847,59,93000.0,20161021,0,0,0
85672,21,70000.0,20180223,1,0,0
88435,34,61000.0,20161203,1,0,0
99756,26,59000.0,20160806,1,0,0
